cntnum,deptcode,deptname,LOCATION,skcode,baribc,barsbc1,barsbc2,prname,bndname,model,color,soh,variance,posprice,cntqnt,prtype,rpname
00010F111124001,2,Visual Product,SFL+001+00010,297164,             ,2000002971641,,"$$ QLED TV 98"" SAMSUNG NEO 4K SMART QA98QN90DAKXXT",SAMSUNG                       ,QA98QN90DAKXXT,ไม่ระบุ,1,0,269990,1,Credit,VAR2
00010F111124001,2,Visual Product,SFL+001+00010,297168,             ,2000002971689,,"$$ QLED TV 75"" SAMSUNG NEO 4K SMART QA75QN90DAKXXT",SAMSUNG                       ,QA75QN90DAKXXT,ไม่ระบุ,1,0,99990,1,Credit,VAR2
00010F111124001,2,Visual Product,BS2+001+00001,297169,             ,8806095384030,,"QLED TV 50"" SAMSUNG NEO 4K SMART QA50QN90DAKXXT",SAMSUNG                       ,QA50QN90DAKXXT,ไม่ระบุ,2,0,39990,2,Credit,VAR2
00010F111124001,2,Visual Product,BS2+001+00001,297171,             ,8806095384023,,"QLED TV 43"" SAMSUNG NEO 4K SMART QA43QN90DAKXXT",SAMSUNG                       ,QA43QN90DAKXXT,ไม่ระบุ,3,0,32990,3,Credit,VAR2
00010F111124001,2,Visual Product,SFL+001+00010,297172,             ,2000002971726,,"$$ QLED TV 43"" SAMSUNG NEO 4K SMART QA43QN90DAKXXT",SAMSUNG                       ,QA43QN90DAKXXT,ไม่ระบุ,1,0,32990,1,Credit,VAR2
00010F111124001,2,Visual Product,SFL+001+00010,297176,             ,2000002971764,,"$$ QLED TV 55"" SAMSUNG NEO 4K SMART QA55QN85DBKXXT",SAMSUNG                       ,QA55QN85DBKXXT,ไม่ระบุ,1,0,38990,1,Credit,VAR2
00010F111124001,2,Visual Product,BS2+001+00001,297189,             ,2000002971894,,"$$ LED TV 65"" 4K UHD SMART SAMSUNG UA65DU7700KXXT",SAMSUNG                       ,UA65DU7700KXXT,ไม่ระบุ,1,0,19990,1,Credit,VAR2
00010F111124001,2,Visual Product,BS2+001+00001,297190,             ,8806095478937,,"LED TV 55"" 4K UHD SMART SAMSUNG UA55DU7700KXXT",SAMSUNG                       ,UA55DU7700KXXT,ไม่ระบุ,2,0,15490,2,Credit,VAR2
00010F111124001,2,Visual Product,BS2+001+00001,297192,             ,8806095478906,,"LED TV 50"" 4K UHD SMART SAMSUNG UA50DU7700KXXT",SAMSUNG                       ,UA50DU7700KXXT,ไม่ระบุ,2,0,13490,2,Credit,VAR2
00010F111124001,2,Visual Product,SFL+001+00010,297199,             ,2000002971993,,"$$ LED TV 75"" 4K UHD SMART SAMSUNG UA75DU8100KXXT",SAMSUNG                       ,UA75DU8100KXXT,ไม่ระบุ,1,0,34990,1,Credit,VAR2
00010F111124001,2,Visual Product,BS2+001+00001,297202,             ,8806095473055,,"LED TV 55"" 4K UHD SMART SAMSUNG UA55DU8100KXXT",SAMSUNG                       ,UA55DU8100KXXT,ไม่ระบุ,1,0,16490,1,Credit,VAR2
00010F111124001,2,Visual Product,BS2+001+00001,297203,             ,2000002972037,,"$$ LED TV 55"" 4K UHD SMART SAMSUNG UA55DU8100KXXT",SAMSUNG                       ,UA55DU8100KXXT,ไม่ระบุ,1,0,16490,1,Credit,VAR2
00010F111124001,2,Visual Product,BS2+001+00001,297204,             ,8806095471525,,"LED TV 50"" 4K UHD SMART SAMSUNG UA50DU8100KXXT",SAMSUNG                       ,UA50DU8100KXXT,ไม่ระบุ,2,0,14490,2,Credit,VAR2
00010F111124001,2,Visual Product,BS2+001+00001,297206,             ,8806095471976,,"LED TV 43"" 4K UHD SMART SAMSUNG UA43DU8100KXXT",SAMSUNG                       ,UA43DU8100KXXT,ไม่ระบุ,3,0,12490,3,Credit,VAR2
00010F111124001,2,Visual Product,SFL+001+00010,297217,             ,2000002972174,,"$$ QLED TV 65"" SAMSUNG NEO 4K SMART QA65QN87DAKXXT",SAMSUNG                       ,QA65QN87DAKXXT,ไม่ระบุ,1,0,59990,1,Credit,VAR2
00010F111124001,2,Visual Product,BS2+001+00001,297218,             ,8806095536934,,"QLED TV 55"" SAMSUNG NEO 4K SMART QA55QN87DAKXXT",SAMSUNG                       ,QA55QN87DAKXXT,ไม่ระบุ,1,0,43990,1,Credit,VAR2
00010F111124001,2,Visual Product,SFL+001+00010,297221,             ,2000002972211,,"$$ The Frame TV 75"" SAMSUNG QA75LS03DAKXXT",SAMSUNG                       ,QA75LS03DAKXXT,ไม่ระบุ,1,0,79990,1,Credit,VAR2
00010F111124001,2,Visual Product,SFL+001+00010,297225,             ,2000002972259,,"$$ The Frame TV 55"" SAMSUNG QA55LS03DAKXXT",SAMSUNG                       ,QA55LS03DAKXXT,ไม่ระบุ,1,0,39990,1,Credit,VAR2
00010F111124001,2,Visual Product,SFL+001+00010,297438,             ,2000002974383,,"$$ QLED TV 85"" SAMSUNG 8K NEO SERIES QA85QN900DKXXT",SAMSUNG                       ,QA85QN900DKXXT,ไม่ระบุ,1,0,229990,1,Credit,VAR2
00010F111124001,2,Visual Product,BS2+001+00001,297445,             ,8806095434469,,"OLED TV 55"" SAMSUNG 4K SMART QA55S90DAKXXT",SAMSUNG                       ,QA55S90DAKXXT,ไม่ระบุ,1,0,59990,1,Credit,VAR2
00010F111124001,2,Visual Product,SFL+001+00010,297446,             ,2000002974468,,"$$ OLED TV 55"" SAMSUNG 4K SMART QA55S90DAKXXT",SAMSUNG                       ,QA55S90DAKXXT,ไม่ระบุ,1,0,59990,1,Credit,VAR2
00010F111124001,2,Visual Product,SFL+001+00010,297448,             ,2000002974482,,"$$ OLED TV 77"" SAMSUNG 4K SMART QA77S95DAKXXT",SAMSUNG                       ,QA77S95DAKXXT,ไม่ระบุ,1,0,174990,1,Credit,VAR2
00010F111124001,2,Visual Product,SFL+001+00010,297656,             ,2000002976561,,"$$ QLED TV 85"" SAMSUNG QA85Q70DAKXXT",SAMSUNG                       ,QA85Q70DAKXXT,ไม่ระบุ,1,0,79990,1,Credit,VAR2
00010F111124001,2,Visual Product,SFL+001+00010,297658,             ,2000002976585,,"$$ QLED TV 75"" SAMSUNG  QA75Q70DAKXXT",SAMSUNG                       ,QA75Q70DAKXXT,ไม่ระบุ,1,0,49990,1,Credit,VAR2
00010F111124001,2,Visual Product,BS2+001+00001,297661,             ,8806095429304,,"QLED TV 55"" SAMSUNG  QA55Q70DAKXXT",SAMSUNG                       ,QA55Q70DAKXXT,ไม่ระบุ,4,0,24990,4,Credit,VAR2
00010F111124001,2,Visual Product,SFL+001+00010,297662,             ,2000002976622,,"$$ QLED TV 55"" SAMSUNG  QA55Q70DAKXXT",SAMSUNG                       ,QA55Q70DAKXXT,ไม่ระบุ,1,0,24990,1,Credit,VAR2
00010F111124001,2,Visual Product,SFL+001+00010,297664,             ,2000002976646,,"$$ LED TV 98"" SAMSUNG UHD CRYSTAL UA98DU9000KXXT",SAMSUNG                       ,UA98DU9000KXXT,ไม่ระบุ,1,0,119990,1,Credit,VAR2
00010F111124001,2,Visual Product,SFL+001+00010,297666,             ,2000002976660,,"$$ QLED TV 65"" SAMSUNG 8K NEO SMART QA65QN800DKXXT",SAMSUNG                       ,QA65QN800DKXXT,ไม่ระบุ,1,0,99990,1,Credit,VAR2
00010F111124001,2,Visual Product,SFL+001+00010,297672,             ,2000002976721,,"$$ QLED TV 65"" SAMSUNG 4K QA65Q60DAKXXT",SAMSUNG                       ,QA65Q60DAKXXT,ไม่ระบุ,1,0,25990,1,Credit,VAR2
00010F111124001,2,Visual Product,SFL+001+00010,297870,             ,2000002978701,,"DEMO LED TV  75"" LG UHD 4K SMART DTV 75UT8050PSB.ATM",LG                            ,75UT8050PSB.ATM,ไม่ระบุ,1,0,38990,1,Credit,VAR2
00010F111124001,2,Visual Product,SFL+001+00010,297945,             ,2000002979456,,"DEMO LED TV 75"" LG QNED 4K SMART DTV 75QNED80TSA.ATM",LG                            ,75QNED80TSA.ATM,ไม่ระบุ,1,0,48490,1,Credit,VAR2
00010F111124001,2,Visual Product,BS2+001+00001,297948,             ,8806096000212,,"LED TV 55"" LG QNED 4K SMART DTV 55QNED80TSA.ATM",LG                            ,55QNED80TSA.ATM,ไม่ระบุ,1,0,28490,1,Credit,VAR2
00010F111124001,2,Visual Product,SFL+001+00010,297949,             ,2000002979494,,"DEMO LED TV 55"" LG QNED 4K SMART DTV 55QNED80TSA.ATM",LG                            ,55QNED80TSA.ATM,ไม่ระบุ,1,0,28490,1,Credit,VAR2
00010F111124001,2,Visual Product,SFL+001+00010,297950,             ,2000002979500,,"DEMO OLED TV 77"" LG 4K SMART DTV OLED77B4PSA.ATM",LG                            ,OLED77B4PSA.ATM,ไม่ระบุ,1,0,124990,1,Credit,VAR2
00010F111124001,2,Visual Product,SFL+001+00008,297951,             ,2000002979517,,"DEMO OLED TV 65"" LG 4K SMART DTV OLED65B4PSA.ATM",LG                            ,OLED65B4PSA.ATM,ไม่ระบุ,1,0,64990,1,Credit,VAR2
00010F111124001,2,Visual Product,SFL+001+00008,297952,             ,2000002979524,,"DEMO OLED TV 55"" LG 4K SMART DTV OLED55B4PSA.ATM",LG                            ,OLED55B4PSA.ATM,ไม่ระบุ,1,0,49990,1,Credit,VAR2
00010F111124001,2,Visual Product,BS2+001+00001,297953,             ,8806096001905,,"OLED TV 77"" LG 4K SMART DTV OLED77B4PSA.ATM",LG                            ,OLED77B4PSA.ATM,ไม่ระบุ,1,0,112990,1,Credit,VAR2
00010F111124001,2,Visual Product,BS2+001+00001,297955,             ,8806096001875,,"OLED TV 55"" LG 4K SMART DTV OLED55B4PSA.ATM",LG                            ,OLED55B4PSA.ATM,ไม่ระบุ,1,0,39990,1,Credit,VAR2
00010F111124001,2,Visual Product,SFL+001+00010,297957,             ,2000002979579,,"DEMO OLED TV 83"" LG 4K SMART DTV OLED83C4PSA.ATM",LG                            ,OLED83C4PSA.ATM,ไม่ระบุ,1,0,199990,1,Credit,VAR2
00010F111124001,2,Visual Product,BS2+001+00001,297959,             ,2000002979593,,"DEMO OLED TV 77"" LG 4K SMART DTV OLED77C4PSA.ATM",LG                            ,OLED77C4PSA.ATM,ไม่ระบุ,1,0,139990,1,Credit,VAR2
00010F111124001,2,Visual Product,SFL+001+00010,297961,             ,2000002979616,,"DEMO OLED TV 65"" LG 4K SMART DTV OLED65C4PSA.ATM",LG                            ,OLED65C4PSA.ATM,ไม่ระบุ,1,0,79990,1,Credit,VAR2
00010F111124001,2,Visual Product,SFL+001+00010,297963,             ,2000002979630,,"DEMO OLED TV 55"" LG 4K SMART DTV OLED55C4PSA.ATM",LG                            ,OLED55C4PSA.ATM,ไม่ระบุ,1,0,64990,1,Credit,VAR2
00010F111124001,2,Visual Product,BS2+001+00001,297964,             ,8806096001837,,"OLED TV 48"" LG 4K SMART DTV OLED48C4PSA.ATM",LG                            ,OLED48C4PSA.ATM,ไม่ระบุ,4,0,44990,4,Credit,VAR2
00010F111124001,2,Visual Product,SFL+001+00010,297965,             ,2000002979654,,"DEMO OLED TV 48"" LG 4K SMART DTV OLED48C4PSA.ATM",LG                            ,OLED48C4PSA.ATM,ไม่ระบุ,1,0,44990,1,Credit,VAR2
00010F111124001,2,Visual Product,SFL+001+00010,297967,             ,2000002979678,,"DEMO LED TV 86"" LG QNED 4K SMART DTV 86QNED86TSA.ATM",LG                            ,86QNED86TSA.ATM,ไม่ระบุ,1,0,87990,1,Credit,VAR2
00010F111124001,2,Visual Product,SFL+001+00010,297969,             ,2000002979692,,"DEMO LED TV 75"" LG QNED 4K SMART DTV 75QNED86TSA.ATM",LG                            ,75QNED86TSA.ATM,ไม่ระบุ,1,0,54990,1,Credit,VAR2
00010F111124001,2,Visual Product,SFL+001+00010,297971,             ,2000002979715,,"DEMO LED TV 65"" LG QNED 4K SMART DTV 65QNED86TSA.ATM",LG                            ,65QNED86TSA.ATM,ไม่ระบุ,1,0,37490,1,Credit,VAR2
00010F111124001,2,Visual Product,SFL+001+00010,297973,             ,2000002979739,,"DEMO LED TV 55"" LG QNED 4K SMART DTV 55QNED86TSA.ATM",LG                            ,55QNED86TSA.ATM,ไม่ระบุ,1,0,29990,1,Credit,VAR2
00010F111124001,2,Visual Product,SFL+001+00010,298331,             ,2000002983316,,"DEMO LED TV 86"" LG UHD 4K SMART DTV 86UT8050PSB.ATM",LG                            ,86UT8050PSB.ATM,ไม่ระบุ,1,0,60490,1,Credit,VAR2
00010F111124001,2,Visual Product,SFL+001+00010,298335,             ,2000002983354,,"DEMO LED TV 55"" LG UHD 4K SMART DTV 55UT8050PSB.ATM",LG                            ,?55UT8050PSB.ATM,ไม่ระบุ,1,0,9994,1,Credit,VAR2
00010F111124001,2,Visual Product,BS2+001+00001,298389,             ,4548736160552,,"LED TV 43"" SONY LED 4K GOOGLE TV DTV K-43S30",SONY                          ,K-43S30,ไม่ระบุ,3,0,18210,3,Credit,VAR2
00010F111124001,2,Visual Product,SFL+001+00010,298390,             ,2000002983903,,"DEMO LED TV 43"" SONY LED 4K GOOGLE TV DTV K-43S30",SONY                          ,K-43S30,ไม่ระบุ,1,0,22490,1,Credit,VAR2
00010F111124001,2,Visual Product,BS2+001+00001,298391,             ,4548736160569,,"LED TV 50"" SONY LED 4K GOOGLE TV DTV K-50S30",SONY                          ,K-50S30,ไม่ระบุ,4,0,21450,4,Credit,VAR2
00010F111124001,2,Visual Product,SFL+001+00010,298392,             ,2000002983927,,"DEMO LED TV 50"" SONY LED 4K GOOGLE TV DTV K-50S30",SONY                          ,K-50S30,ไม่ระบุ,1,0,24990,1,Credit,VAR2
00010F111124001,2,Visual Product,SFL+001+00030,298396,             ,2000002983965,,"DEMO OLED TV 83"" LG OLED evo 4K SMART DTV OLED83G4PSA.ATM",LG                            ,OLED83G4PSA.ATM,ไม่ระบุ,1,0,279990,1,Credit,VAR2
00010F111124001,2,Visual Product,SFL+001+00010,298398,             ,2000002983989,,"DEMO OLED TV 77"" LG OLED evo 4K SMART DTV OLED77G4PSA.ATM",LG                            ,OLED77G4PSA.ATM,ไม่ระบุ,1,0,159990,1,Credit,VAR2
00010F111124001,2,Visual Product,SFL+001+00010,298400,             ,2000002984009,,"DEMO OLED TV 65"" LG OLED evo 4K SMART DTV OLED65G4PSA.ATM",LG                            ,OLED65G4PSA.ATM,ไม่ระบุ,1,0,110990,1,Credit,VAR2
00010F111124001,2,Visual Product,SFL+001+00010,298408,             ,2000002984085,,"DEMO LED TV 75"" LG NanoCell 4K SMART DTV 75NANO81TSA.ATM",LG                            ,75NANO81TSA.ATM,ไม่ระบุ,1,0,29990,1,Credit,VAR2
00010F111124001,2,Visual Product,SFL+001+00010,298410,             ,2000002984108,,"DEMO LED TV 65"" LG NanoCell 4K SMART DTV 65NANO81TSA.ATM",LG                            ,65NANO81TSA.ATM,ไม่ระบุ,1,0,23990,1,Credit,VAR2
00010F111124001,2,Visual Product,BS2+001+00001,298411,             ,8806096130032,,"LED TV 55"" LG NanoCell 4K SMART DTV 55NANO81TSA.ATM",LG                            ,55NANO81TSA.ATM,ไม่ระบุ,1,0,17990,1,Credit,VAR2
00010F111124001,2,Visual Product,SFL+001+00010,298412,             ,2000002984122,,"DEMO LED TV 55"" LG NanoCell 4K SMART DTV 55NANO81TSA.ATM",LG                            ,55NANO81TSA.ATM,ไม่ระบุ,1,0,18990,1,Credit,VAR2
00010F111124001,2,Visual Product,BS2+001+00001,298413,             ,8806096129906,,"LED TV 43"" LG NanoCell 4K SMART DTV 43NANO81TSA.ATM",LG                            ,43NANO81TSA.ATM,ไม่ระบุ,6,0,12790,6,Credit,VAR2
00010F111124001,2,Visual Product,SFL+001+00010,298414,             ,2000002984146,,"DEMO LED TV 43"" LG NanoCell 4K SMART DTV 43NANO81TSA.ATM",LG                            ,43NANO81TSA.ATM,ไม่ระบุ,1,0,13990,1,Credit,VAR2
00010F111124001,2,Visual Product,BS2+001+00001,298754,             ,2000002987543,,"DEMO LED TV 55"" TCL QLED 55C747 ",TCL                           ,55C747,ไม่ระบุ,1,0,25990,1,Credit,VAR2
00010F111124001,2,Visual Product,DOC+AUT+001,298756,             ,6921732827069,6921732823498,"LED TV 75"" TCL UHD 75P79B ",TCL                           ,75P79B,ไม่ระบุ,1,0,19990,1,Credit,VAR2
00010F111124001,2,Visual Product,SFL+001+00010,298757,             ,2000002987574,,"DEMO LED TV 75"" TCL UHD 75P79B ",TCL                           ,75P79B,ไม่ระบุ,1,0,23990,1,Credit,VAR2
00010F111124001,2,Visual Product,BS2+001+00001,298759,             ,6921732823443,,"LED TV 43"" TCL UHD 43P755 ",TCL                           ,43P755,ไม่ระบุ,2,0,8990,2,Credit,VAR2
00010F111124001,2,Visual Product,SFL+001+00010,298760,             ,2000002987604,,"DEMO LED TV 43"" TCL UHD 43P755 ",TCL                           ,43P755,ไม่ระบุ,1,0,9990,1,Credit,VAR2
00010F111124001,2,Visual Product,SFL+001+00010,298763,             ,2000002987635,,"DEMO LED TV 98"" TCL QLED 98C655",TCL                           ,98C655,ไม่ระบุ,1,0,99990,1,Credit,VAR2
00010F111124001,2,Visual Product,SFL+001+00010,298766,             ,2000002987666,,"DEMO LED TV 85"" TCL QLED 85C655",TCL                           ,85C655,ไม่ระบุ,1,0,59990,1,Credit,VAR2
00010F111124001,2,Visual Product,SFL+001+00010,298769,             ,2000002987697,,"DEMO LED TV 75"" TCL QLED 75C655",TCL                           ,75C655,ไม่ระบุ,1,0,38990,1,Credit,VAR2
00010F111124001,2,Visual Product,SFL+001+00010,298775,             ,2000002987758,,"DEMO LED TV 55"" TCL QLED 55C655",TCL                           ,55C655,ไม่ระบุ,1,0,20990,1,Credit,VAR2
00010F111124001,2,Visual Product,BS2+001+00001,298777,             ,6921732823559,,"LED TV 50"" TCL QLED 50C655",TCL                           ,50C655,ไม่ระบุ,3,0,15490,3,Credit,VAR2
00010F111124001,2,Visual Product,SFL+001+00010,298787,             ,2000002987871,,"DEMO LED TV 75"" TCL MINI QLED 75C855",TCL                           ,75C855,ไม่ระบุ,1,0,76990,1,Credit,VAR2
00010F111124001,2,Visual Product,SFL+001+00010,298790,             ,2000002987901,,"DEMO LED TV 65"" TCL MINI QLED 65C855",TCL                           ,65C855,ไม่ระบุ,1,0,59990,1,Credit,VAR2
00010F111124001,2,Visual Product,BS2+001+00001,299212,             ,4548736160576,,"LED TV 55"" SONY 4K GOOGLE TV DTV K-55S30",SONY                          ,K-55S30,ไม่ระบุ,3,0,22820,3,Credit,VAR2
00010F111124001,2,Visual Product,SFL+001+00010,299213,             ,2000002992134,,"DEMO LED TV 55"" SONY 4K GOOGLE TV DTV K-55S30",SONY                          ,K-55S30,ไม่ระบุ,1,0,28990,1,Credit,VAR2
00010F111124001,2,Visual Product,SFL+001+00010,299215,             ,2000002992158,,"DEMO LED TV 65"" SONY L4K GOOGLE TV DTV K-65S30",SONY                          ,K-65S30,ไม่ระบุ,1,0,36990,1,Credit,VAR2
00010F111124001,2,Visual Product,SFL+001+00010,299217,             ,2000002992172,,"DEMO LED TV 65"" SONY MINI 4K GOOGLE TV DTV BRAVIA 7 K-65XR70",SONY                          ,K-65XR70,ไม่ระบุ,1,0,71990,1,Credit,VAR2
00010F111124001,2,Visual Product,SFL+001+00010,299219,             ,2000002992196,,"DEMO LED TV 75"" SONY MINI 4K GOOGLE TV DTV BRAVIA 7 K-75XR70",SONY                          ,K-75XR70,ไม่ระบุ,1,0,99990,1,Credit,VAR2
00010F111124001,2,Visual Product,SFL+001+00010,299312,             ,2000002993124,,"DEMO LED TV 75"" SONY 4K GOOGLE TV DTV K-75S30",SONY                          ,K-75S30,ไม่ระบุ,1,0,46990,1,Credit,VAR2
00010F111124001,2,Visual Product,SFL+001+00010,299314,             ,2000002993148,,"DEMO LED TV 85"" SONY 4K GOOGLE TV DTV K-85S30",SONY                          ,K-85S30,ไม่ระบุ,1,0,62990,1,Credit,VAR2
00010F111124001,2,Visual Product,SFL+001+00010,299331,             ,2000002993315,,"$$ OLED TV 83"" SAMSUNG 4K SMART QA83S90DAEXXT",SAMSUNG                       ,QA83S90DAEXXT,ไม่ระบุ,1,0,169990,1,Credit,VAR2
00010F111124001,2,Visual Product,BS2+001+00001,299336,             ,8806095557052,,"QLED TV 55"" SAMSUNG SERIF 4K SMART QA55LS01DAKXXT",SAMSUNG                       ,QA55LS01DAKXXT,ไม่ระบุ,2,0,42990,2,Credit,VAR2
00010F111124001,2,Visual Product,SFL+001+00010,299337,             ,2000002993377,,"$$ QLED TV 55"" SAMSUNG SERIF 4K SMART QA55LS01DAKXXT",SAMSUNG                       ,QA55LS01DAKXXT,ไม่ระบุ,1,0,42990,1,Credit,VAR2
00010F111124001,2,Visual Product,SFL+001+00006,299409,             ,2000002994091,,"DEMO OLED TV 97"" LG evo 4K SMART DTV OLED97M4PSA.ATM",LG                            ,OLED97M4PSA.ATM,ไม่ระบุ,1,0,999990,1,Credit,VAR2
00010F111124001,2,Visual Product,BS2+001+00001,299732,             ,4548736160460,,"OLED TV 55"" SONY 4K GOOGLE TV DTV K-55XR80",SONY                          ,K-55XR80,ไม่ระบุ,1,0,54550,1,Credit,VAR2
00010F111124001,2,Visual Product,SFL+001+00010,299733,             ,2000002997337,,"DEMO OLED TV 55"" SONY 4K GOOGLE TV DTV K-55XR80",SONY                          ,K-55XR80,ไม่ระบุ,1,0,64990,1,Credit,VAR2
00010F111124001,2,Visual Product,SFL+001+00010,299735,             ,2000002997351,,"DEMO OLED TV 65"" SONY 4K GOOGLE TV DTV K-65XR80",SONY                          ,K-65XR80,ไม่ระบุ,1,0,93990,1,Credit,VAR2
00010F111124001,2,Visual Product,SFL+001+00010,299737,             ,2000002997375,,"DEMO LED TV 75"" SONY MINI 4K GOOGLE TV DTV K-75XR90",SONY                          ,K-75XR90,ไม่ระบุ,1,0,129990,1,Credit,VAR2
00010F111124001,2,Visual Product,SFL+001+00010,300988,             ,2000003009886,,"DEMO LED TV 86"" LG NANOCELL 4K SMART DTV 86NANO81TSA.ATM",LG                            ,86NANO81TSA.ATM,ไม่ระบุ,1,0,59990,1,Credit,VAR2
00010F111124001,2,Visual Product,SFL+001+00010,300989,             ,2000003009893,,"DEMO LED TV 98"" LG QNED LED 4K SMART DTV 98QNED89TSA.ATMQ",LG                            ,98QNED89TSA.ATMQ,ไม่ระบุ,1,0,149990,1,Credit,VAR2
00010F111124001,2,Visual Product,SFL+001+00010,300993,             ,2000003009930,,"DEMO LED TV 65"" LG UHD 4K SMART DTV 65UT7350PSB.ATMQ",LG                            ,65UT7350PSB.ATMQ,ไม่ระบุ,1,0,18990,1,Credit,VAR2
00010F111124001,3,DT Accessories,BS1+001+00003,201883,             ,885370433845,,_ MOUSE MICROSOFT BASIC OPTIC BK,MICROSOFT                     ,?BASIC OPTIC B,ไม่ระบุ,1,0,204,1,Credit,VAR2
00010F111124001,3,DT Accessories,SFL+001+00037,218036,             ,2000002136163,,_ MOUSE LOGITECH WRLS M185 DARK GREY,LOGITECH                      ,M185 DARK GREY,ไม่ระบุ,7,0,429,7,Credit,VAR2
00010F111124001,3,DT Accessories,SFL+001+00037,218053,             ,2000002136279,,_ KEYBOARD LOGITECH K120,LOGITECH                      ,KEYBOARD K120,ไม่ระบุ,3,0,299,3,Credit,VAR2
00010F111124001,3,DT Accessories,SFL+001+00040,218385,             ,2000002183853,,USB-C TO USB ADAPTER APPLE MJ1M2ZA/A,APPLE                         ,?MJ1M2ZA/A,ไม่ระบุ,1,0,790,1,Credit,VAR2
00010F111124001,3,DT Accessories,SFL+001+00037,220340,             ,97855196620,97855112446,_ KEY+MOUSE LOGITECH WRLS MK345,LOGITECH                      ,MK345,ไม่ระบุ,1,0,1190,1,Credit,VAR2
00010F111124001,3,DT Accessories,SFL+001+00037,221012,             ,97855119223,,_ MOUSE LOGITECH WIRELESS M171 GREY,LOGITECH                      ,M171 GREY,ไม่ระบุ,4,0,449,4,Credit,VAR2
00010F111124001,3,DT Accessories,SFL+001+00040,226494,             ,190198001726,,EARPODS WITH LIGHTNING CONNECTOR APPLE MMTN2ZA/A,APPLE                         ,MMTN2ZA/A,ไม่ระบุ,1,0,790,1,Credit,VAR2
00010F111124001,3,DT Accessories,SFL+001+00040,227318,             ,190198228116,,USB-C CHARGE CABLE (2M)-ITP MLL82ZP/A,APPLE                         ,?MLL82ZP/A,ไม่ระบุ,1,0,790,1,Credit,VAR2
00010F111124001,3,DT Accessories,BS1+001+00003,227953,             ,8563798652117,,_ MOUSE WRL SOCIO SIGNO WM-107R,SIGNO                         ,?WM-107R,ไม่ระบุ,1,0,219,1,Credit,VAR2
00010F111124001,3,DT Accessories,SFL+001+00037,228169,             ,97855121905,,_ MOUSE WRLS LOGITECH TRIATHLON M720,LOGITECH                      ,TRIATHLON M720,ไม่ระบุ,1,0,2390,1,Credit,VAR2
00010F111124001,3,DT Accessories,SFL+001+00037,228174,             ,97855123398,,_ MOUSE LOGITECH SILENT WRLS M221 CHARCOAL,LOGITECH                      ,M221 CHARCOAL,ไม่ระบุ,3,0,433,3,Credit,VAR2
00010F111124001,3,DT Accessories,BS1+001+00003,228177,             ,97855123992,,_ MOUSE LOGITECH SILENT PLUS WRLS M331 BK,LOGITECH                      ,M331 BLACK,ไม่ระบุ,11,0,533,1,Credit,VAR2
00010F111124001,3,DT Accessories,SFL+001+00037,228177,             ,97855123992,,_ MOUSE LOGITECH SILENT PLUS WRLS M331 BK,LOGITECH                      ,M331 BLACK,ไม่ระบุ,11,0,533,10,Credit,VAR2
00010F111124001,3,DT Accessories,SFL+001+00037,228179,             ,97855124012,,_ MOUSE LOGITECH SILENT PLUS WRLS M331 RD,LOGITECH                      ,M331 RED,ไม่ระบุ,2,0,599,2,Credit,VAR2
00010F111124001,3,DT Accessories,BS1+001+00003,228570,             ,2000002285700,,DEMO APPLE PENCIL (1ST GENERATION) FOR IPAD,APPLE                         ,?MK0C2ZA/A.,ไม่ระบุ,3,0,3900,3,Credit,VAR2
00010F111124001,3,DT Accessories,SFL+001+00037,231660,             ,97855175793,,_ MOUSE LOGITECH MOUSE B100,LOGITECH                      ,MOUSE B100,ไม่ระบุ,2,0,149,2,Credit,VAR2
00010F111124001,3,DT Accessories,SFL+001+00036,233495,             ,619659136703,2000002334958,64GB ULTRA FLAIR USB 3.0 150MB SANDISK SDCZ73_064G_G46,SANDISK                       ,SDCZ73_064G_G46,ไม่ระบุ,9,0,275,9,Credit,VAR2
00010F111124001,3,DT Accessories,SFL+001+00036,233496,             ,619659136710,2000002334965,128GB ULTRA FLAIR USB 3.0 150MB SANDISK SDCZ73_128G_G46,SANDISK                       ,SDCZ73_128G_G46,ไม่ระบุ,3,0,395,3,Credit,VAR2
00010F111124001,3,DT Accessories,SFL+001+00040,245958,             ,190198893369,,APPLE PENCIL (2ND GENERATION) FOR iPAD PRO,APPLE                         ,MU8F2ZA/A,ไม่ระบุ,3,0,4690,3,Credit,VAR2
00010F111124001,3,DT Accessories,BS1+001+00003,245959,             ,2000002459590,,DEMO APPLE PENCIL (2ND GENERATION) ) FOR iPAD PRO,APPLE                         ,MU8F2ZA/A,ไม่ระบุ,7,0,4490,7,Credit,VAR2
00010F111124001,3,DT Accessories,BS1+001+00003,245962,             ,2000002459620,,"DEMO APPLE SMART KEYBOARD FOLIO 11"" IPAD PRO THAI MU8G2TH/A",APPLE                         ,MU8G2TH/A,ไม่ระบุ,1,0,6490,1,Credit,VAR2
00010F111124001,3,DT Accessories,BS1+001+00003,245965,             ,2000002459651,,"DEMO APPLE SMART KEYBOARD FOLIO 12.9"" IPAD PRO (3RD GEN) THAI MU8H2TH/A",APPLE                         ,MU8H2TH/A,ไม่ระบุ,1,0,7290,1,Credit,VAR2
